DateTime,A14,A15,A16,A17,A7,B14,B15,B16,B17,B7,C14,C15,C16,C17,C7
2020-07-01T16:00:00.0,-0.5944857060079528,-0.7639556292460172,-0.9318003974920626,-1.1012703207301273,-1.6329722876657493,-0.9570852410543695,-1.7400402327747044,-1.3294534193440466,-2.11240841106367,-1.2960501134643572,-1.2753960325115452,-1.6467575873475377,-1.7031877368620645,-2.074549291698056,-1.1283902773913235
2020-07-01T17:00:00.0,-0.5961443429739905,-0.7481082951034835,-0.9166228936605931,-1.0685868457900862,-1.6861758518880223,-0.9340223316693126,-1.571157661339936,-1.274706478354855,-1.9118418080254767,-1.1997837951064947,-1.1343489751309712,-1.5107178473735114,-1.6535022251045428,-2.029871097347084,-1.1760078127702103
2020-07-01T18:00:00.0,-0.525950918773981,-0.6578873055620041,-0.8301206239763566,-0.9620570107643797,-1.6305954113345198,-0.8982203175311847,-1.2260404155595843,-1.291534245508739,-1.6193543435371396,-1.1117041793432958,-1.0287137131872068,-1.5091099101768304,-1.6923353736669853,-2.1727315706566084,-1.4021581499544664
2020-07-01T19:00:00.0,-0.4970103138627413,-0.6354914994196369,-0.7887336942645016,-0.9272148798213968,-1.580173544447398,-0.8991124022459602,-1.2607885140101216,-1.2961753007342813,-1.6578514124984398,-1.0571833138550262,-1.1811671391649066,-1.6248358223233192,-1.7072966444163225,-2.150965327574734,-1.607518677468082
2020-07-01T20:00:00.0,-0.4926672502500289,-0.6249062220930056,-0.7642859598146234,-0.8965249316576,-1.5055471141802648,-0.9067616096811606,-1.3267155636621388,-1.2498593458775398,-1.6698132998585071,-1.0278538554728411,-1.0525694851509062,-1.370132251120106,-1.6374443589994936,-1.9550071249686927,-1.5300309004344874
2020-07-01T21:00:00.0,-0.39959469002532566,-0.5376875317539492,-0.620747387755418,-0.7588402294840417,-1.2927981387182335,-0.8554383785672193,-1.2477601241951277,-1.2118380741745085,-1.6041598198023557,-0.9400514263387265,-0.9962927906867005,-1.2770782189458014,-1.4592352713087609,-1.7400206995678604,-1.3054018080382503
2020-07-01T22:00:00.0,-0.3038252122653898,-0.3801549472004031,-0.5010881261763847,-0.577417861111398,-1.2201534218807906,-0.5760106929346543,-0.8764229115312319,-0.9684329705762161,-1.2688451891728139,-0.8694493213144849,-0.8505846926203886,-1.1062639584654312,-1.2738854951146061,-1.5295647609596479,-0.9778893234925544
2020-07-01T23:00:00.0,-0.30060208990990595,-0.3942370297205758,-0.4651421102412645,-0.5587770500519338,-1.0841028156399721,-0.5725580104952115,-0.8269944062110162,-0.9393796638306537,-1.1938160595464584,-0.9301639516553144,-0.4569511670579711,-0.6402045003427079,-1.0899378165444435,-1.27319114982918,-1.1748311505625366
2020-07-02T00:00:00.0,-0.4317237647435913,-0.3166528534494827,-0.7071687889836253,-0.5920978776895166,-1.5702911776948723,-0.6844768042878688,-1.05745182726328,-1.0725676855975936,-1.4455427085730053,-1.0611275761834094,0.162206465461601,0.018551584539066024,-0.7789305603881698,-0.9225854413107045,0.941990155192943
2020-07-02T01:00:00.0,-0.561618032852139,-0.3044057201183633,-0.9743995947036843,-0.71718728196991,-2.0232197170009045,-0.6311080441218282,-0.9505001282079881,-1.008423856757733,-1.3278159408438934,-1.0176481435876648,0.24321336891806355,0.11976317770032097,-0.7064000595707185,-0.8298502507884612,1.0062368984803218
2020-07-02T02:00:00.0,-0.5413767611931184,-0.29345269287697245,-0.9372509752464482,-0.6893269069303024,-1.9468247911054335,-0.5879842014975978,-0.8240945471820216,-0.9638653891034287,-1.1999757347878526,-1.018615488381794,-0.4851755011137998,-0.6336547948032993,-0.9769204801607368,-1.1253997738502357,-0.9777722589561417
2020-07-02T03:00:00.0,-0.502004191650169,-0.3784918851376429,-0.8464055332910926,-0.7228932267785675,-1.673523931926851,-0.6192645905607446,-1.0216137848600413,-0.9255243532778479,-1.3278735475771453,-0.9026661218988526,0.041130995405429416,0.09368328363664347,-0.7310312973699387,-0.6784790091387247,0.9862295585505871
2020-07-02T04:00:00.0,-0.5524828273868305,-0.31122714392063694,-0.9479204381049896,-0.7066647546387963,-1.9408945528461068,-0.5574807286972908,-0.6932907700146258,-0.9398636629092224,-1.0756737042265576,-1.0865250867331517,-0.3956891674243588,-0.6520439444195447,-0.8633534559269693,-1.1197082329221553,-0.02064461732802403
2020-07-02T05:00:00.0,-0.465243075519388,-0.3019569265857906,-0.7845579591561143,-0.6212718102225177,-1.6375386047170437,-0.5664631413769907,-0.670031468646259,-0.9554396105020642,-1.0590079377713324,-1.1721177024507792,-0.6591847173051479,-0.9129175290719855,-0.9262124906704561,-1.1799453024372935,-0.6215017425782721
2020-07-02T06:00:00.0,-0.34933601070551057,-0.3009789054991673,-0.5708172820684391,-0.5224601768620956,-1.2062061412604241,-0.6525270841439315,-0.8232957309296762,-1.0542492280982918,-1.2250178748840368,-1.2982161390429598,-0.7202475773364263,-0.9215091440807601,-0.9666295621192363,-1.16789112886357,-0.26816074065264073
2020-07-02T07:00:00.0,-0.3803734962111034,-0.3268611402076474,-0.635632011007567,-0.582119655004111,-1.2710214292831068,-0.7123805629406736,-1.1145280201143564,-1.136436713675724,-1.5385841708494072,-1.395245147805574,-0.9555947114448635,-1.1949754810182327,-1.11447592435842,-1.353856693931788,-0.507029487730909
2020-07-02T08:00:00.0,-0.41886698200000677,-0.38530052922672453,-0.7076626245116908,-0.6740961717384085,-1.3150526659534636,-0.7521829511182423,-1.4988697188749347,-1.1798588166849304,-1.9265455844416235,-1.4331647399393912,-1.1969216877384152,-1.4816071665892752,-1.2626268729869579,-1.5473123518378173,-0.8114613743212191
2020-07-02T09:00:00.0,-0.49061326679857453,-0.46827308008925694,-0.8283063478526833,-0.8059661611433657,-1.473621801023837,-0.8399781928230423,-1.6208661225911722,-1.2975455583225344,-2.0784334880906647,-1.5642787944283096,-1.288042927489764,-1.6138746059576858,-1.3610964714200589,-1.6869281498879798,-0.7712419659181946
2020-07-02T10:00:00.0,-0.49018400294883224,-0.4390617000679623,-0.8378658397323822,-0.7867435368515122,-1.5701872745255137,-0.9203969981214157,-1.2561846443175326,-1.4182432868726627,-1.7540309330687798,-1.739163699351251,-1.3380068168222383,-1.6912210316878697,-1.4600382900105253,-1.8132525048761567,-0.7667122951295291
2020-07-02T11:00:00.0,-0.4905029243569013,-0.5174970717437205,-0.845028997911363,-0.8720231452981815,-1.551222041121281,-0.9499574617730104,-1.302310653527674,-1.4949141954443927,-1.8472673871990564,-1.7606567457859938,-1.319708998634951,-1.660839429631829,-1.5189613933045358,-1.8600918243014126,-0.758084214716745
2020-07-02T12:00:00.0,-0.5538272936352855,-0.5587217345231235,-0.9468457090684836,-0.951740149956322,-1.7454337820245216,-0.9845270985976935,-1.3693659435478276,-1.5334735137688595,-1.9183123587189934,-1.7702136482980544,-1.4158123967579934,-1.806899349311108,-1.6539770977826174,-2.045064050335733,-0.9894571653493982
2020-07-02T13:00:00.0,-0.5884599071122787,-0.6148654486166675,-0.9603037085874758,-0.9867092500918662,-1.8698456570074762,-0.9566190378225716,-1.5023135125009892,-1.4999545187232612,-2.045648993401679,-1.7027907515220027,-1.3475538491381744,-1.7227675881436273,-1.774409907293107,-2.1496236462985596,-1.0288882869370575
2020-07-02T14:00:00.0,-0.598678499116111,-0.7012716781501632,-0.9431107915088484,-1.0457039705429003,-1.7690178334407467,-1.0905435530576444,-2.020486529013928,-1.5459217318843137,-2.4758647078405973,-1.450589933654258,-1.227601641627455,-1.6371786211612704,-1.8311494676255577,-2.240726447159374,-1.412953122047397
2020-07-02T15:00:00.0,-0.6136556047413451,-0.6455990342188399,-1.0110156496632106,-1.0429590791407044,-1.8962881242391356,-1.1063924867337018,-2.1087639494209434,-1.5982334663520037,-2.6006049290392457,-1.4686686852317474,-1.2228405323750087,-1.5556150055880087,-1.7904924921334882,-2.1232669653464873,-1.3692241075043725
2020-07-02T16:00:00.0,-0.7012624218113093,-0.6736073706472584,-1.13378631122076,-1.10613126005671,-2.1811037378817755,-1.1530968408860576,-1.9281047331672418,-1.6443879768598164,-2.4193958691410007,-1.4734516973548293,-1.20154407486047,-1.5348841708719076,-1.7540676036971774,-2.0874076997086144,-1.4652508330934073
2020-07-02T17:00:00.0,-0.5894556822917218,-0.6410444842701045,-0.9535051658176722,-1.005093967796055,-1.9251898872649422,-1.0510070228375756,-1.8395508666662153,-1.5285173555387006,-2.3170611993673402,-1.231654736291722,-1.2776802041378494,-1.693317342470912,-1.6902939402260455,-2.105931078559108,-1.8257900889639875
2020-07-02T18:00:00.0,-0.5258410651036833,-0.5598640271115415,-0.8666917844836747,-0.9007147464915316,-1.8397560902715149,-1.0176621073690237,-1.5096384748169247,-1.4827221427519384,-1.9746985101998396,-1.1588153435322228,-1.29322744893642,-1.6786143241804115,-1.7811732260095208,-2.1665601012535123,-1.828410345472764
2020-07-02T19:00:00.0,-0.5006473078772148,-0.5080021436486222,-0.8375299364408557,-0.8448847722122644,-1.8368179871389811,-1.0311798497799518,-1.5363912618506568,-1.5267896809569323,-2.0320010930276378,-1.1417009832462204,-1.2855354888564117,-1.6713623878308952,-1.7557747523034184,-2.141601651277902,-1.8181192651208475
2020-07-02T20:00:00.0,-0.5114175521848449,-0.4942613881264562,-0.8359766293386347,-0.8188204652802473,-1.803277206870148,-1.0168001535272744,-1.4838519904212477,-1.4745434014657808,-1.9415952383597537,-1.1841616023720083,-1.2161879515897724,-1.5211808149953867,-1.6736478306398146,-1.9786406940454289,-1.8483942760559122
2020-07-02T21:00:00.0,-0.4962012840268297,-0.5409420688046848,-0.7710794569713294,-0.8158202417491847,-1.5772337999278976,-0.9900723409426369,-1.472643953228502,-1.4029537718780634,-1.885525384163929,-1.2365182099190513,-0.7010104997789082,-0.9030257496614726,-1.3581809659539181,-1.5601962158364822,-0.6831499957586886
2020-07-02T22:00:00.0,-0.37630007970598317,-0.4185823578506115,-0.5920012885821947,-0.6342835667268237,-1.3300086002338731,-0.8753754421921438,-1.306096381171221,-1.2784432176378222,-1.7091641566168998,-1.0466570724311248,-0.49918507153974634,-0.7245304350304844,-1.1680082669902179,-1.393353630480956,-0.4370038970533307
2020-07-02T23:00:00.0,-0.37580061022335187,-0.38272956377105793,-0.5799170974734333,-0.5868460510211393,-1.3023940035220176,-0.8218394955634096,-1.2356114330571097,-1.177118150157991,-1.5908900876516916,-1.0538989396457663,-0.4958146577109548,-0.7018919959787957,-1.09183212440816,-1.2979094626760004,-0.7304913371208239
2020-07-03T00:00:00.0,-0.28216640562380374,-0.28917801538872295,-0.4591341111670529,-0.46614572093197193,-1.1805464782002804,-0.6256572234476601,-0.9412785861327997,-1.0343619026475983,-1.3499832653327388,-0.9783143459094121,-0.5380946916707949,-0.7965925306741601,-1.034280647731805,-1.2927784867351702,-0.872631369461752
2020-07-03T01:00:00.0,-0.31389456506808117,-0.2519109718698668,-0.5055930490625031,-0.443609455864289,-1.2798199271589423,-0.6081194139439277,-0.905604990926705,-0.9739499991585159,-1.2714355761412937,-0.9851382380507361,-0.5133318175866921,-0.7860873759915781,-0.9768123453854043,-1.2495679037902905,-0.7636399752670882
2020-07-03T02:00:00.0,-0.2870055668654096,-0.25605632775107,-0.4558858289703806,-0.42493658985604155,-1.1687614493870049,-0.5717912693199625,-0.8513162170330263,-0.9140339536443243,-1.193558901357387,-0.9264724999026989,-0.5764163289286781,-0.8493675335121154,-0.9558603728516011,-1.228811577435038,-0.7672154937146721
2020-07-03T03:00:00.0,-0.2920012673567981,-0.26367168776741623,-0.4639932419366118,-0.43566366234722886,-1.1703321679654621,-0.558762210919117,-0.827488851794763,-0.8936352364017353,-1.1623618772773816,-0.910504577953487,-0.5889661025545436,-0.8714293165417586,-0.9587153832435686,-1.2411785972307834,-0.7625581179872443
2020-07-03T04:00:00.0,-0.2908866862750174,-0.277354513834734,-0.45774361152403414,-0.44421143908375016,-1.142376835539684,-0.5411127665207864,-0.8040945061482108,-0.859380483380761,-1.1223622230081853,-0.8805939901827919,-0.5955998104209366,-0.8758465452332773,-0.9927177782291094,-1.27296451304145,-0.8037008366541739
2020-07-03T05:00:00.0,-0.33858750266393856,-0.28435708048743985,-0.5471439941270647,-0.49291357195056557,-1.2618337516015083,-0.632710998643335,-0.918485008384803,-1.0246178819820153,-1.3103918917234836,-1.0904387479860977,-0.5720815869123843,-0.8271819487248191,-0.9269478233127316,-1.182048185125166,-0.6810685146617379
2020-07-03T06:00:00.0,-0.34336349310152736,-0.2596283470573954,-0.5758164980611357,-0.4920813520170035,-1.2756818871633981,-0.5860491228066455,-1.2858487012988469,-0.9594117033962607,-1.6592112818884617,-1.0879607181486304,-0.7569073538118491,-1.0259644070720833,-1.0083299773421137,-1.2773870306023476,-0.7278433744558159
2020-07-03T07:00:00.0,-0.3878687422723963,-0.28253718647662435,-0.6716535740813112,-0.5663220182855386,-1.3933020581781883,-0.6693595420926344,-1.4074346290347794,-1.0769763172105686,-1.8150514041527133,-1.226863252607857,-1.0368747324048568,-1.3437884835202962,-1.1411389180889597,-1.4480526692043993,-0.80535462617096
2020-07-03T08:00:00.0,-0.4323696425144336,-0.31206155902076976,-0.7606952615748025,-0.6403871780811388,-1.501988283942672,-0.7928046916168205,-1.6230639765198993,-1.2534751821744563,-2.0837344670775346,-1.3939783105013228,-1.2358780477456839,-1.593212043557457,-1.2611681960758772,-1.61850219188765,-0.774446100438593
2020-07-03T09:00:00.0,-0.5030429976825798,-0.41752945481197534,-0.8723892961621613,-0.7868757532915568,-1.615748968507099,-0.8699656143284664,-1.7189105661840949,-1.3581041034850443,-2.2070490553406743,-1.5611985347815867,-1.352880017086734,-1.7601838284881972,-1.373273478390689,-1.7805772897921521,-0.7795782667053819
2020-07-03T10:00:00.0,-0.5212903938675392,-0.45248918013024075,-0.8977214587307937,-0.8289202449934948,-1.6345925397134997,-0.9090490917804845,-1.7897593130302634,-1.3906192908083455,-2.2713295120581227,-1.6445624667255108,-1.438153985372939,-1.8616769266640625,-1.4795812196380413,-1.9031041609291643,-0.8261679832694728
2020-07-03T11:00:00.0,-0.5436336657339883,-0.47206445167057276,-0.9360213856250221,-0.8644521715616065,-1.728541795598279,-0.9250092652501716,-1.7881696124180366,-1.4138498908565327,-2.2770102380243977,-1.7001136469470928,-1.4766968323709975,-1.9330047293505714,-1.5467387646712105,-2.003046661650784,-0.8597967827774851
2020-07-03T12:00:00.0,-0.555600354931275,-0.5540278978304198,-0.9544138520707661,-0.9528413949699113,-1.734010455288837,-0.9701045482799617,-1.7735974753967199,-1.5182842010147757,-2.3217771281315347,-1.765914281499501,-1.4762725538126538,-1.9062742799142103,-1.6078580283494606,-2.0378597544510173,-1.011844527893708
2020-07-03T13:00:00.0,-0.5643565489250737,-0.5507290557550226,-0.9821530651583142,-0.9685255719882615,-1.8461244907095384,-1.0542954589491282,-1.4761207731245947,-1.6786687413281758,-2.1004940555036393,-1.8819101533147973,-1.5071586667358359,-1.965955252202705,-1.7159336544014412,-2.17473023986831,-1.104986503465392
2020-07-03T14:00:00.0,-0.6138027382546262,-0.6533460258031181,-1.0300932945914894,-1.0696365821399816,-1.8603951634353053,-1.2186861118993937,-1.7226369305428086,-1.7807294391863964,-2.284680257829811,-1.765965693010777,-1.5060084965115914,-1.9109528879026128,-1.8629621304665267,-2.2679065218575483,-1.630601471724444
2020-07-03T15:00:00.0,-0.6407534113989883,-0.659841238838851,-1.0602596391752046,-1.079347466615067,-1.9761373439612189,-1.2374186108984806,-1.7855536908718055,-1.7989423461755047,-2.3470774261488216,-1.744969806314666,-1.5412524263647849,-1.865637890035575,-1.77067355300004,-2.09505901667083,-1.4690224815077144
2020-07-03T16:00:00.0,-0.6460739144135419,-0.6507099712198203,-1.0625097903392355,-1.0671458471455126,-2.0795256323070053,-1.2183477208171598,-1.7782007967826916,-1.721503380549109,-2.281356456514639,-1.586136331926762,-1.4774989868779729,-1.7588839545493782,-1.7722952254020694,-2.0536801930734745,-1.7340279107497396
2020-07-03T17:00:00.0,-0.5752969276692762,-0.629118166111277,-0.9325390562729696,-0.9863602947149708,-1.899181235483434,-1.1217369041850047,-1.6328234877934604,-1.6278219968695826,-2.138908580478038,-1.3938585364588485,-1.369855310339208,-1.6983240091048177,-1.738737577470034,-2.067206276235644,-1.8921726172081923
2020-07-03T18:00:00.0,-0.5467112741005652,-0.6250501102589552,-0.8797303178897482,-0.9580691540481387,-1.7863478537788882,-1.039497647216323,-1.475082661266719,-1.5199394141202394,-1.9555244281706348,-1.2976306550385641,-1.2835891720634178,-1.6743512938980398,-1.7694893739567445,-2.1602514957913668,-1.8952724765851685
2020-07-03T19:00:00.0,-0.485848720916368,-0.548260218052353,-0.7902798139979579,-0.8526913111339433,-1.671163646606641,-1.0323598883056588,-1.468749857776945,-1.52926251939801,-1.9656524888692954,-1.2588996496243705,-1.234066136248095,-1.606572372565502,-1.718443080008548,-2.0909493163259554,-1.809267734894003
2020-07-03T20:00:00.0,-0.43280828087310935,-0.508418188108706,-0.7077894515399078,-0.7833993587755043,-1.5403549686591844,-0.9806986368123267,-1.4175748971134403,-1.4523069710055623,-1.889183231306675,-1.1274861807243712,-1.1686868673678612,-1.4935722648437544,-1.6534318207863352,-1.9783172182622284,-1.6965027431819264
2020-07-03T21:00:00.0,-0.4212730445112516,-0.4899036929704235,-0.6740543111769446,-0.7426849596361167,-1.4614623318933677,-0.9576150392018739,-1.4151994521383668,-1.3728455329960174,-1.8304299459325097,-1.0648471656592977,-1.109097396922917,-1.3737881519439812,-1.5377552490431012,-1.8024460040641657,-1.6588546710363599
2020-07-03T22:00:00.0,-0.33226222050008225,-0.4035037160978852,-0.5402693143260473,-0.6115108099238507,-1.2716586628422213,-0.8569152805262932,-1.2476163772062527,-1.2493465334273073,-1.6400476301072646,-0.8929912715634525,-1.0085053732095552,-1.3376894455773227,-1.3539274282260352,-1.683111500593803,-1.368684951298544
2020-07-03T23:00:00.0,-0.34577642778427103,-0.3739844103732538,-0.5482078567283083,-0.5764158393172911,-1.2845639880033572,-0.7185652100806721,-1.0727883802405023,-1.1553877478376495,-1.5096109179974786,-1.1460149821408607,-0.5777300224194795,-0.8722999570231211,-1.0845812450775438,-1.3791511796811857,-0.27349953773551017
2020-07-04T00:00:00.0,-0.3516819402344742,-0.307307831231335,-0.5591874019065136,-0.514813292903375,-1.3447603663175596,-0.7188956910978472,-1.1094214907635624,-1.123974110385141,-1.5144999100508563,-1.1321717362278823,-0.20615019613984853,-0.43155726295201813,-0.8580878968010038,-1.0834949636131737,0.7140435618639376
2020-07-04T01:00:00.0,-0.3101249027185613,-0.24954891162495646,-0.5002832785551943,-0.43970728746158944,-1.2750497103164593,-0.6485166583292199,-0.986466774057035,-1.0323089634837297,-1.3702590792115457,-1.0277115391711198,-0.33706074416874743,-0.5777807797554042,-0.8701067404437202,-1.1108267760303767,0.30707051568245314
2020-07-04T02:00:00.0,-0.3136393225902339,-0.2838241621121964,-0.499669905089417,-0.4698547446113799,-1.2020101459167927,-0.6174343934556621,-0.947578674895408,-0.9742636246586117,-1.3044079060983584,-0.9697051679531206,-0.28513004353087046,-0.5225095330084897,-0.8255339375905563,-1.0629134270681755,0.33367915673492976
2020-07-04T03:00:00.0,-0.29865986379880405,-0.25623314187168766,-0.4794928292960061,-0.43706610736889007,-1.1820588684004982,-0.5916623269524433,-0.9240921477186124,-0.9397682354259682,-1.2721980561921382,-0.9197298051250742,-0.35385208749842567,-0.5899124915679028,-0.8520680351650717,-1.088128439234549,0.01511353590805331
2020-07-04T04:00:00.0,-0.29660292199830224,-0.22963988563669724,-0.48153789856675516,-0.4145748622051496,-1.2073842664713608,-0.6277255547026415,-0.9567120936819138,-1.0108286017458328,-1.3398151407251058,-0.975805468512868,-0.4436557605635325,-0.677122120082263,-0.8891177909094152,-1.1225841504281444,-0.274656841342962
2020-07-04T05:00:00.0,-0.26616102433588235,-0.16034537919343161,-0.4478619888662601,-0.34204634372380976,-1.166453095964597,-0.5931986101227875,-0.8163068267125788,-0.9904688785331719,-1.2135770951229632,-1.0507527893599757,-0.6195250369663294,-0.8130883879353141,-0.8412196785789132,-1.0347830295478975,-0.5479482438557559
2020-07-04T06:00:00.0,-0.40856596172091747,-0.29101099132835007,-0.7117949562601085,-0.5942399858675408,-1.4443154217766672,-0.666430708229691,-0.9360957604518179,-1.0743139545074345,-1.3439790067295618,-1.2000838278715142,-0.7719257512999569,-0.9611740756994933,-0.8716038181909532,-1.06085214259049,-0.7186833753770037
2020-07-04T07:00:00.0,-0.4608471740280515,-0.30945984023648565,-0.8362866887433189,-0.6848993549517532,-1.612473955380489,-0.7060715901565597,-1.3225467979563472,-1.1182455739443657,-1.7347207817441537,-1.206955641600558,-0.9646890313528327,-1.210884841814639,-0.9560766785604131,-1.202272489022219,-0.63874099095516
2020-07-04T08:00:00.0,-0.46816071044933766,-0.3087420181286514,-0.8567695289670665,-0.6973508366463796,-1.6283628027628358,-0.7943079322068307,-1.525913172864929,-1.2589995476406788,-1.9906047882987772,-1.4018862929467666,-1.1142217690194225,-1.4267494639256149,-1.0449534863525405,-1.3574811812587328,-0.47978992458053304
2020-07-04T09:00:00.0,-0.5328216391367213,-0.36463590842389454,-0.9659617110237776,-0.7977759803109509,-1.769423217992646,-0.8586552151516296,-1.7306678071787145,-1.3391627940607587,-2.2111753860878443,-1.5239838710757456,-1.2373577109481357,-1.6092340592091123,-1.167337833203033,-1.5392141814640097,-0.45136997462834083
2020-07-04T10:00:00.0,-0.5675542091882473,-0.42548053876246517,-1.0079722894621652,-0.8658986190363823,-1.7885176536076575,-0.9422756958831822,-1.8500060063212822,-1.4402360650980968,-2.3479663755361972,-1.6757754063787405,-1.3295186199333018,-1.7102243824334846,-1.284607025381307,-1.66531278788149,-0.5203947614651501
2020-07-04T11:00:00.0,-0.5660751813006178,-0.4637800084537642,-0.9873828602126924,-0.8850876873658389,-1.7810880480616664,-1.006433005323676,-1.9379111392178734,-1.5403432123219285,-2.471821346216126,-1.7946786889979722,-1.3957037571758404,-1.8182346162593972,-1.3898566474958924,-1.8123875065794492,-0.5855378163210001
2020-07-04T12:00:00.0,-0.5980319279517565,-0.5086649100691667,-1.021894355875519,-0.932527337992929,-1.878962896361175,-0.9838814554765734,-1.897548309881408,-1.4885250393961436,-2.4021918938009788,-1.7817280396603508,-1.4324906328554619,-1.8444118897748658,-1.4780856644549405,-1.8900069213743445,-0.7650536091824962
